Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Invisible Stalker,XMM,"[""L""]",elemental,"[""N""]",[14],"{""average"": 97, ""formula"": ""13d10 + 26""}","{""walk"": 50, ""fly"": {""number"": 50, ""condition"": ""(hover)""}, ""canHover"": true}",16,19,14,10,15,11,,"{""perception"": ""+8"", ""stealth"": ""+10""}",18,"[""Common"", ""Primordial (Auran)""]",6,"[{""name"": ""Air Form"", ""entries"": [""The stalker can enter an enemy's space and stop there. It can move through a space as narrow as 1 inch without expending extra movement to do so.""]}, {""name"": ""Invisibility"", ""entries"": [""The stalker has the {@condition Invisible|XPHB} condition.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The stalker makes three Wind Swipe attacks. It can replace one attack with a use of Vortex.""]}, {""name"": ""Wind Swipe"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}11 ({@damage 2d6 + 4}) Force damage.""]}, {""name"": ""Vortex"", ""entries"": [""{@actSave con} {@dc 14}, one Large or smaller creature in the stalker's space. {@actSaveFail} 7 ({@damage 1d8 + 3}) Thunder damage, and the target has the {@condition Grappled|XPHB} condition (escape {@dc 13}). Until the grapple ends, the target can't cast spells with a Verbal component and takes 7 ({@damage 2d6}) Thunder damage at the start of each of the stalker's turns.""]}]",,,,
Iron Golem,XMM,"[""L""]",construct,"[""U""]",[20],"{""average"": 252, ""formula"": ""24d10 + 120""}","{""walk"": 30}",24,9,20,3,11,1,,,10,"[""understands Common plus two other languages but can't speak""]",16,"[{""name"": ""Fire Absorption"", ""entries"": [""Whenever the golem is subjected to Fire damage, it regains a number of {@variantrule Hit Points|XPHB} equal to the Fire damage dealt.""]}, {""name"": ""Immutable Form"", ""entries"": [""The golem can't shape-shift.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The golem has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The golem makes two attacks, using Bladed Arm or Fiery Bolt in any combination.""]}, {""name"": ""Bladed Arm"", ""entries"": [""{@atkr m} {@hit 12}, reach 10 ft. {@h}20 ({@damage 3d8 + 7}) Slashing damage plus 10 ({@damage 3d6}) Fire damage.""]}, {""name"": ""Fiery Bolt"", ""entries"": [""{@atkr r} {@hit 10}, range 120 ft. {@h}36 ({@damage 8d8}) Fire damage.""]}, {""name"": ""Poison Breath {@recharge}"", ""entries"": [""{@actSave con} {@dc 18}, each creature in a 60-foot {@variantrule Cone [Area of Effect]|XPHB|Cone}. {@actSaveFail} 55 ({@damage 10d10}) Poison damage. {@actSaveSuccess} Half damage.""]}]",,,,
Jackal,XMM,"[""S""]",beast,"[""U""]",[12],"{""average"": 3, ""formula"": ""1d6""}","{""walk"": 40}",8,15,11,3,12,6,,"{""perception"": ""+5"", ""stealth"": ""+4""}",15,,0,,"[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 1}, reach 5 ft. {@h}1 ({@damage 1d4 - 1}) Piercing damage.""]}]",,,,
Killer Whale,XMM,"[""H""]",beast,"[""U""]",[12],"{""average"": 90, ""formula"": ""12d12 + 12""}","{""walk"": 5, ""swim"": 60}",19,14,13,3,12,7,,"{""perception"": ""+3"", ""stealth"": ""+4""}",13,,3,"[{""name"": ""Hold Breath"", ""entries"": [""The whale can hold its breath for 30 minutes.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}21 ({@damage 5d6 + 4}) Piercing damage.""]}]",,,,
Knight,XMM,"[""S"", ""M""]",humanoid,"[""N""]",[18],"{""average"": 52, ""formula"": ""8d8 + 16""}","{""walk"": 30}",16,11,14,11,11,15,"{""con"": ""+4"", ""wis"": ""+2""}",,10,"[""Common plus one other language""]",3,,"[{""name"": ""Multiattack"", ""entries"": [""The knight makes two attacks, using Greatsword or Heavy Crossbow in any combination.""]}, {""name"": ""Greatsword"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}10 ({@damage 2d6 + 3}) Slashing damage plus 4 ({@damage 1d8}) Radiant damage.""]}, {""name"": ""Heavy Crossbow"", ""entries"": [""{@atkr r} {@hit 2}, range 100/400 ft. {@h}11 ({@damage 2d10}) Piercing damage plus 4 ({@damage 1d8}) Radiant damage.""]}]",,"[{""name"": ""Parry"", ""entries"": [""{@actTrigger} The knight is hit by a melee attack roll while holding a weapon. {@actResponse} The knight adds 2 to its AC against that attack, possibly causing it to miss.""]}]",,
Kobold Warrior,XMM,"[""S""]",dragon,"[""N""]",[14],"{""average"": 7, ""formula"": ""3d6 - 3""}","{""walk"": 30}",7,15,9,8,7,8,,,8,"[""Common"", ""Draconic""]",1/8,"[{""name"": ""Pack Tactics"", ""entries"": [""The kobold has {@variantrule Advantage|XPHB} on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally doesn't have the {@condition Incapacitated|XPHB} condition.""]}, {""name"": ""Sunlight Sensitivity"", ""entries"": [""While in sunlight, the kobold has {@variantrule Disadvantage|XPHB} on ability checks and attack rolls.""]}]","[{""name"": ""Dagger"", ""entries"": [""{@atkr m,r} {@hit 4}, reach 5 ft. or range 20/60 ft. {@h}4 ({@damage 1d4 + 2}) Piercing damage.""]}]",,,,
Kraken,XMM,"[""G""]","{""type"": ""monstrosity"", ""tags"": [""titan""]}","[""C"", ""E""]",[18],"{""average"": 481, ""formula"": ""26d20 + 208""}","{""walk"": 30, ""swim"": 120}",30,11,26,22,18,20,"{""str"": ""+17"", ""dex"": ""+7"", ""con"": ""+15"", ""wis"": ""+11""}","{""history"": ""+13"", ""perception"": ""+11""}",21,"[""understands Abyssal"", ""Celestial"", ""Infernal"", ""and Primordial but can't speak; telepathy 120 ft.""]","{""cr"": ""23"", ""xpLair"": 62000}","[{""name"": ""Amphibious"", ""entries"": [""The kraken can breathe air and water.""]}, {""name"": ""Legendary Resistance (4/Day, or 5/Day in Lair)"", ""entries"": [""If the kraken fails a saving throw, it can choose to succeed instead.""]}, {""name"": ""Siege Monster"", ""entries"": [""The kraken deals double damage to objects and structures.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The kraken makes two Tentacle attacks and uses Fling, Lightning Strike, or Swallow.""]}, {""name"": ""Tentacle"", ""entries"": [""{@atkr m} {@hit 17}, reach 30 ft. {@h}24 ({@damage 4d6 + 10}) Bludgeoning damage. The target has the {@condition Grappled|XPHB} condition (escape {@dc 20}) from one of ten tentacles, and it has the {@condition Restrained|XPHB} condition until the grapple ends.""]}, {""name"": ""Fling"", ""entries"": [""The kraken throws a Large or smaller creature {@condition Grappled|XPHB} by it to a space it can see within 60 feet of itself that isn't in the air. {@actSave dex} {@dc 25}, the creature thrown and each creature in the destination space. {@actSaveFail} 18 ({@damage 4d8}) Bludgeoning damage, and the target has the {@condition Prone|XPHB} condition. {@actSaveSuccess} Half damage only.""]}, {""name"": ""Lightning Strike"", ""entries"": [""{@actSave dex} {@dc 23}, one creature the kraken can see within 120 feet. {@actSaveFail} 33 ({@damage 6d10}) Lightning damage. {@actSaveSuccess} Half damage.""]}, {""name"": ""Swallow"", ""entries"": [""{@actSave dex} {@dc 25}, one creature {@condition Grappled|XPHB} by the kraken (it can have up to four creatures swallowed at a time). {@actSaveFail} 23 ({@damage 3d8 + 10}) Piercing damage. If the target is Large or smaller, it is swallowed and no longer {@condition Grappled|XPHB}. A swallowed creature has the {@condition Restrained|XPHB} condition, has {@variantrule Cover|XPHB|Total Cover} against attacks and other effects outside the kraken, and takes 24 ({@damage 7d6}) Acid damage at the start of each of its turns."", ""If the kraken takes 50 damage or more on a single turn from a creature inside it, the kraken must succeed on a {@dc 25} Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, each of which falls in a space within 10 feet of the kraken with the {@condition Prone|XPHB} condition. If the kraken dies, any swallowed creature no longer has the {@condition Restrained|XPHB} condition and can escape from the corpse using 15 feet of movement, exiting {@condition Prone|XPHB}.""]}]",,,"[{""name"": ""Storm Bolt"", ""entries"": [""The kraken uses Lightning Strike.""]}, {""name"": ""Toxic Ink"", ""entries"": [""{@actSave con} {@dc 23}, each creature in a 15-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the kraken while it is underwater. {@actSaveFail} The target has the {@condition Blinded|XPHB} and {@condition Poisoned|XPHB} conditions until the end of the kraken's next turn. The kraken then moves up to its {@variantrule Speed|XPHB}. {@actSaveSuccessOrFail} The kraken can't take this action again until the start of its next turn.""]}]",
Lamia,XMM,"[""L""]",fiend,"[""C"", ""E""]",[13],"{""average"": 97, ""formula"": ""13d10 + 26""}","{""walk"": 40}",16,13,15,14,15,16,,"{""deception"": ""+7"", ""insight"": ""+4"", ""stealth"": ""+5""}",12,"[""Abyssal"", ""Common""]",4,,"[{""name"": ""Multiattack"", ""entries"": [""The lamia makes two Claw attacks. It can replace one attack with a use of Corrupting Touch.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}7 ({@damage 1d8 + 3}) Slashing damage plus 7 ({@damage 2d6}) Psychic damage.""]}, {""name"": ""Corrupting Touch"", ""entries"": [""{@actSave wis} {@dc 13}, one creature the lamia can see within 5 feet. {@actSaveFail} 13 ({@damage 3d8}) Psychic damage, and the target is cursed for 1 hour. Until the curse ends, the target has the {@condition Charmed|XPHB} and {@condition Poisoned|XPHB} conditions.""]}]","[{""name"": ""Leap"", ""entries"": [""The lamia jumps up to 30 feet by spending 10 feet of movement.""]}]",,,"[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The lamia casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save {@dc 13}):""], ""will"": [""{@spell Disguise Self|XPHB} (can appear as a Large or Medium biped)"", ""{@spell Minor Illusion|XPHB}""], ""daily"": {""1e"": [""{@spell Geas|XPHB}"", ""{@spell Major Image|XPHB}"", ""{@spell Scrying|XPHB}""]}, ""ability"": ""cha"", ""displayAs"": ""action""}]"
Lemure,XMM,"[""M""]","{""type"": ""fiend"", ""tags"": [""devil""]}","[""L"", ""E""]",[9],"{""average"": 9, ""formula"": ""2d8""}","{""walk"": 20}",10,5,11,1,11,3,,,10,"[""understands Infernal but can't speak""]",0,"[{""name"": ""Hellish Restoration"", ""entries"": [""If the lemure dies in the Nine Hells, it revives with all its {@variantrule Hit Points|XPHB} in {@dice 1d10} days unless it is killed by a creature under the effects of a {@spell Bless|XPHB} spell or its remains are sprinkled with Holy Water.""]}]","[{""name"": ""Vile Slime"", ""entries"": [""{@atkr m} {@hit 2}, reach 5 ft. {@h}2 ({@damage 1d4}) Poison damage.""]}]",,,,
Lich,XMM,"[""M""]","{""type"": ""undead"", ""tags"": [""wizard""]}","[""N"", ""E""]",[20],"{""average"": 315, ""formula"": ""42d8 + 126""}","{""walk"": 30}",11,16,16,21,14,16,"{""dex"": ""+10"", ""con"": ""+10"", ""int"": ""+12"", ""wis"": ""+9""}","{""arcana"": ""+19"", ""history"": ""+12"", ""insight"": ""+9"", ""perception"": ""+9""}",19,"[""all""]","{""cr"": ""21"", ""xpLair"": 41000}","[{""name"": ""Legendary Resistance (4/Day, or 5/Day in Lair)"", ""entries"": [""If the lich fails a saving throw, it can choose to succeed instead.""]}, {""name"": ""Spirit Jar"", ""entries"": [""If destroyed, the lich reforms in {@dice 1d10} days if it has a spirit jar, reviving with all its {@variantrule Hit Points|XPHB}. The new body appears in an unoccupied space within the lich's lair.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The lich makes three attacks, using Eldritch Burst or Paralyzing Touch in any combination.""]}, {""name"": ""Eldritch Burst"", ""entries"": [""{@atkr m,r} {@hit 12}, reach 5 ft. or range 120 ft. {@h}31 ({@damage 4d12 + 5}) Force damage.""]}, {""name"": ""Paralyzing Touch"", ""entries"": [""{@atkr m} {@hit 12}, reach 5 ft. {@h}15 ({@damage 3d6 + 5}) Cold damage, and the target has the {@condition Paralyzed|XPHB} condition until the start of the lich's next turn.""]}]",,,"[{""name"": ""Deathly Teleport"", ""entries"": [""The lich teleports up to 60 feet to an unoccupied space it can see, and each creature within 10 feet of the space it left takes 11 ({@damage 2d10}) Necrotic damage.""]}, {""name"": ""Disrupt Life"", ""entries"": [""{@actSave con} {@dc 20}, each creature that isn't an Undead in a 20-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the lich. {@actSaveFail} 31 ({@damage 9d6}) Necrotic damage. {@actSaveSuccess} Half damage. {@actSaveSuccessOrFail} The lich can't take this action again until the start of its next turn.""]}]","[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The lich casts one of the following spells, using Intelligence as the spellcasting ability (spell save {@dc 20}):""], ""will"": [""{@spell Detect Magic|XPHB}"", ""{@spell Detect Thoughts|XPHB}"", ""{@spell Dispel Magic|XPHB}"", ""{@spell Fireball|XPHB} (level 5 version)"", ""{@spell Invisibility|XPHB}"", ""{@spell Lightning Bolt|XPHB} (level 5 version)"", ""{@spell Mage Hand|XPHB}"", ""{@spell Prestidigitation|XPHB}""], ""daily"": {""2e"": [""{@spell Animate Dead|XPHB}"", ""{@spell Dimension Door|XPHB}"", ""{@spell Plane Shift|XPHB}""], ""1e"": [""{@spell Chain Lightning|XPHB}"", ""{@spell Finger of Death|XPHB}"", ""{@spell Power Word Kill|XPHB}"", ""{@spell Scrying|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""action""}, {""name"": ""Protective Magic"", ""type"": ""spellcasting"", ""headerEntries"": [""The lich casts {@spell Counterspell|XPHB} or {@spell Shield|XPHB} in response to the spell's trigger, using the same spellcasting ability as Spellcasting.""], ""will"": [""{@spell Counterspell|XPHB}"", ""{@spell Shield|XPHB}""], ""ability"": ""int"", ""displayAs"": ""reaction"", ""hidden"": [""will""]}, {""name"": ""Frightening Gaze"", ""type"": ""spellcasting"", ""headerEntries"": [""The lich casts {@spell Fear|XPHB}, using the same spellcasting ability as Spellcasting. The lich can't take this action again until the start of its next turn.""], ""legendary"": {""1"": [""{@spell Fear|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""legendary"", ""hidden"": [""legendary""]}]"
Lion,XMM,"[""L""]",beast,"[""U""]",[12],"{""average"": 22, ""formula"": ""4d10""}","{""walk"": 50}",17,15,11,3,12,8,,"{""perception"": ""+3"", ""stealth"": ""+4""}",13,,1,"[{""name"": ""Pack Tactics"", ""entries"": [""The lion has {@variantrule Advantage|XPHB} on an attack roll against a creature if at least one of the lion's allies is within 5 feet of the creature and the ally doesn't have the {@condition Incapacitated|XPHB} condition.""]}, {""name"": ""Running Leap"", ""entries"": [""With a 10-foot running start, the lion can {@variantrule Long Jump|XPHB} up to 25 feet.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The lion makes two Rend attacks. It can replace one attack with a use of Roar.""]}, {""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}7 ({@damage 1d8 + 3}) Slashing damage.""]}, {""name"": ""Roar"", ""entries"": [""{@actSave wis} {@dc 11}, one creature within 15 feet. {@actSaveFail} The target has the {@condition Frightened|XPHB} condition until the start of the lion's next turn.""]}]",,,,
Lizard,XMM,"[""T""]",beast,"[""U""]",[10],"{""average"": 2, ""formula"": ""1d4""}","{""walk"": 20, ""climb"": 20}",2,11,10,1,8,3,,,9,,0,"[{""name"": ""Spider Climb"", ""entries"": [""The lizard can climb difficult surfaces, including along ceilings, without needing to make an ability check.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 2}, reach 5 ft. {@h}1 Piercing damage.""]}]",,,,
Mage,XMM,"[""S"", ""M""]","{""type"": ""humanoid"", ""tags"": [""wizard""]}","[""N""]",[15],"{""average"": 81, ""formula"": ""18d8""}","{""walk"": 30}",9,14,11,17,12,11,"{""int"": ""+6"", ""wis"": ""+4""}","{""arcana"": ""+6"", ""history"": ""+6"", ""perception"": ""+4""}",14,"[""Common and any three languages""]",6,,"[{""name"": ""Multiattack"", ""entries"": [""The mage makes three Arcane Burst attacks.""]}, {""name"": ""Arcane Burst"", ""entries"": [""{@atkr m,r} {@hit 6}, reach 5 ft. or range 120 ft. {@h}16 ({@damage 3d8 + 3}) Force damage.""]}]",,,,"[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The mage casts one of the following spells, using Intelligence as the spellcasting ability (spell save {@dc 14}):""], ""will"": [""{@spell Detect Magic|XPHB}"", ""{@spell Light|XPHB}"", ""{@spell Mage Armor|XPHB} (included in AC)"", ""{@spell Mage Hand|XPHB}"", ""{@spell Prestidigitation|XPHB}""], ""daily"": {""2e"": [""{@spell Fireball|XPHB} (level 4 version)"", ""{@spell Invisibility|XPHB}""], ""1e"": [""{@spell Cone of Cold|XPHB}"", ""{@spell Fly|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""action""}, {""name"": ""Misty Step (3/Day)"", ""type"": ""spellcasting"", ""headerEntries"": [""The mage casts {@spell Misty Step|XPHB}, using the same spellcasting ability as Spellcasting.""], ""daily"": {""3"": [""{@spell Misty Step|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""bonus"", ""hidden"": [""daily""]}, {""name"": ""Protective Magic (3/Day)"", ""type"": ""spellcasting"", ""headerEntries"": [""The mage casts {@spell Counterspell|XPHB} or {@spell Shield|XPHB} in response to the spell's trigger, using the same spellcasting ability as Spellcasting.""], ""daily"": {""3"": [""{@spell Counterspell|XPHB}"", ""{@spell Shield|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""reaction"", ""hidden"": [""daily""]}]"
Magma Mephit,XMM,"[""S""]",elemental,"[""N"", ""E""]",[11],"{""average"": 18, ""formula"": ""4d6 + 4""}","{""walk"": 30, ""fly"": 30}",8,12,12,7,10,10,,"{""stealth"": ""+3""}",10,"[""Primordial (Ignan, Terran)""]",1/2,"[{""name"": ""Death Burst"", ""entries"": [""The mephit explodes when it dies. {@actSave dex} {@dc 11}, each creature in a 5-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the mephit. {@actSaveFail} 7 ({@damage 2d6}) Fire damage. {@actSaveSuccess} Half damage.""]}]","[{""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 3}, reach 5 ft. {@h}3 ({@damage 1d4 + 1}) Slashing damage plus 3 ({@damage 1d6}) Fire damage.""]}, {""name"": ""Fire Breath {@recharge}"", ""entries"": [""{@actSave dex} {@dc 11}, each creature in a 15-foot {@variantrule Cone [Area of Effect]|XPHB|Cone}. {@actSaveFail} 7 ({@damage 2d6}) Fire damage. {@actSaveSuccess} Half damage.""]}]",,,,
Magmin,XMM,"[""S""]",elemental,"[""C"", ""N""]",[14],"{""average"": 13, ""formula"": ""3d6 + 3""}","{""walk"": 30}",7,15,12,8,11,10,,,10,"[""Primordial (Ignan)""]",1/2,"[{""name"": ""Death Burst"", ""entries"": [""The magmin explodes when it dies. {@actSave dex} {@dc 11}, each creature in a 10-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the magmin. {@actSaveFail} 7 ({@damage 2d6}) Fire damage. {@actSaveSuccess} Half damage.""]}]","[{""name"": ""Touch"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}7 ({@damage 2d4 + 2}) Fire damage. If the target is a creature or a flammable object that isn't being worn or carried, it starts {@hazard burning|XPHB}.""]}]","[{""name"": ""Ignited Illumination"", ""entries"": [""The magmin sets itself ablaze or extinguishes its flames. While ablaze, the magmin sheds {@variantrule Bright Light|XPHB} in a 10-foot radius and {@variantrule Dim Light|XPHB} for an additional 10 feet.""]}]",,,
Mammoth,XMM,"[""H""]",beast,"[""U""]",[13],"{""average"": 126, ""formula"": ""11d12 + 55""}","{""walk"": 50}",24,9,21,3,11,6,"{""str"": ""+10"", ""con"": ""+8""}",,10,,6,,"[{""name"": ""Multiattack"", ""entries"": [""The mammoth makes two Gore attacks.""]}, {""name"": ""Gore"", ""entries"": [""{@atkr m} {@hit 10}, reach 10 ft. {@h}18 ({@damage 2d10 + 7}) Piercing damage. If the target is a Huge or smaller creature and the mammoth moved 20+ feet straight toward it immediately before the hit, the target has the {@condition Prone|XPHB} condition.""]}]","[{""name"": ""Trample"", ""entries"": [""{@actSave dex} {@dc 18}, one creature within 5 feet that has the {@condition Prone|XPHB} condition. {@actSaveFail} 29 ({@damage 4d10 + 7}) Bludgeoning damage. {@actSaveSuccess} Half damage.""]}]",,,
Manticore,XMM,"[""L""]",monstrosity,"[""L"", ""E""]",[14],"{""average"": 68, ""formula"": ""8d10 + 24""}","{""walk"": 30, ""fly"": 50}",17,16,17,7,12,8,,,11,"[""Common""]",3,,"[{""name"": ""Multiattack"", ""entries"": [""The manticore makes three attacks, using Rend or Tail Spike in any combination.""]}, {""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}7 ({@damage 1d8 + 3}) Slashing damage.""]}, {""name"": ""Tail Spike"", ""entries"": [""{@atkr r} {@hit 5}, range 100/200 ft. {@h}7 ({@damage 1d8 + 3}) Piercing damage.""]}]",,,,
Marilith,XMM,"[""L""]","{""type"": ""fiend"", ""tags"": [""demon""]}","[""C"", ""E""]",[16],"{""average"": 220, ""formula"": ""21d10 + 105""}","{""walk"": 40, ""climb"": 40}",18,20,20,18,16,20,"{""str"": ""+9"", ""con"": ""+10"", ""wis"": ""+8"", ""cha"": ""+10""}","{""perception"": ""+8""}",18,"[""Abyssal; telepathy 120 ft.""]",16,"[{""name"": ""Demonic Restoration"", ""entries"": [""If the marilith dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its {@variantrule Hit Points|XPHB} somewhere in the Abyss.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The marilith has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}, {""name"": ""Reactive"", ""entries"": [""The marilith can take one {@variantrule Reaction|XPHB} on every turn of combat.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The marilith makes six Pact Blade attacks and uses Constrict.""]}, {""name"": ""Pact Blade"", ""entries"": [""{@atkr m} {@hit 10}, reach 5 ft. {@h}10 ({@damage 1d10 + 5}) Slashing damage plus 7 ({@damage 2d6}) Necrotic damage.""]}, {""name"": ""Constrict"", ""entries"": [""{@actSave str} {@dc 17}, one Medium or smaller creature the marilith can see within 5 feet. {@actSaveFail} 15 ({@damage 2d10 + 4}) Bludgeoning damage. The target has the {@condition Grappled|XPHB} condition (escape {@dc 14}), and it has the {@condition Restrained|XPHB} condition until the grapple ends.""]}]","[{""name"": ""Teleport {@recharge 5}"", ""entries"": [""The marilith teleports up to 120 feet to an unoccupied space it can see.""]}]","[{""name"": ""Parry"", ""entries"": [""{@actTrigger} The marilith is hit by a melee attack roll while holding a weapon. {@actResponse} The marilith adds 5 to its AC against that attack, possibly causing it to miss.""]}]",,
Mastiff,XMM,"[""M""]",beast,"[""U""]",[12],"{""average"": 5, ""formula"": ""1d8 + 1""}","{""walk"": 40}",13,14,12,3,12,7,,"{""perception"": ""+5""}",15,,1/8,,"[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 3}, reach 5 ft. {@h}4 ({@damage 1d6 + 1}) Piercing damage. If the target is a Medium or smaller creature, it has the {@condition Prone|XPHB} condition.""]}]",,,,
Medusa,XMM,"[""M""]",monstrosity,"[""L"", ""E""]",[15],"{""average"": 127, ""formula"": ""17d8 + 51""}","{""walk"": 30}",10,17,16,12,13,15,"{""wis"": ""+4""}","{""deception"": ""+5"", ""perception"": ""+4"", ""stealth"": ""+6""}",14,"[""Common plus one other language""]",6,,"[{""name"": ""Multiattack"", ""entries"": [""The medusa makes two Claw attacks and one Snake Hair attack, or it makes three Poison Ray attacks.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}10 ({@damage 2d6 + 3}) Slashing damage.""]}, {""name"": ""Snake Hair"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}5 ({@damage 1d4 + 3}) Piercing damage plus 14 ({@damage 4d6}) Poison damage.""]}, {""name"": ""Poison Ray"", ""entries"": [""{@atkr r} {@hit 5}, range 150 ft. {@h}11 ({@damage 2d8 + 2}) Poison damage.""]}]","[{""name"": ""Petrifying Gaze {@recharge 5}"", ""entries"": [""{@actSave con} {@dc 13}, each creature in a 30-foot {@variantrule Cone [Area of Effect]|XPHB|Cone}. If the medusa sees its reflection in the {@variantrule Cone [Area of Effect]|XPHB|Cone}, the medusa must make this save. {@actSaveFail 1} The target has the {@condition Restrained|XPHB} condition and repeats the save at the end of its next turn if it is still {@condition Restrained|XPHB}, ending the effect on itself on a success. {@actSaveFail 2} The target has the {@condition Petrified|XPHB} condition instead of the {@condition Restrained|XPHB} condition.""]}]",,,
Merfolk Skirmisher,XMM,"[""M""]",elemental,"[""N""]",[11],"{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 10, ""swim"": 40}",10,13,12,11,14,12,,,12,"[""Common"", ""Primordial (Aquan)""]",1/8,"[{""name"": ""Amphibious"", ""entries"": [""The merfolk can breathe air and water.""]}]","[{""name"": ""Ocean Spear"", ""entries"": [""{@atkr m,r} {@hit 2}, reach 5 ft. or range 20/60 ft. {@h}3 ({@damage 1d6}) Piercing damage plus 2 ({@damage 1d4}) Cold damage. If the target is a creature, its {@variantrule Speed|XPHB} decreases by 10 feet until the end of its next turn. {@hom}The spear magically returns to the merfolk's hand immediately after a ranged attack.""]}]",,,,
Merrow,XMM,"[""L""]",monstrosity,"[""C"", ""E""]",[13],"{""average"": 45, ""formula"": ""6d10 + 12""}","{""walk"": 10, ""swim"": 40}",18,15,15,8,10,9,,,10,"[""Abyssal"", ""Primordial (Aquan)""]",2,"[{""name"": ""Amphibious"", ""entries"": [""The merrow can breathe air and water.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The merrow makes two attacks, using Bite, Claw, or Harpoon in any combination.""]}, {""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}6 ({@damage 1d4 + 4}) Piercing damage, and the target has the {@condition Poisoned|XPHB} condition until the end of the merrow's next turn.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}9 ({@damage 2d4 + 4}) Slashing damage.""]}, {""name"": ""Harpoon"", ""entries"": [""{@atkr m,r} {@hit 6}, reach 5 ft. or range 20/60 ft. {@h}11 ({@damage 2d6 + 4}) Piercing damage. If the target is a Large or smaller creature, the merrow pulls the target up to 15 feet straight toward itself.""]}]",,,,
